date,data,symbol
2022-01-03 09:30:00,134.045,IBM
2022-01-03 09:31:00,134.015,IBM
2022-01-03 09:32:00,134.164,IBM
2022-01-03 09:33:00,134.17,IBM
2022-01-03 09:34:00,134.22,IBM
2022-01-03 09:35:00,134.415,IBM
2022-01-03 09:36:00,134.35,IBM
2022-01-03 09:37:00,134.376,IBM
2022-01-03 09:38:00,134.45,IBM
2022-01-03 09:39:00,134.42,IBM
2022-01-03 09:40:00,134.7912,IBM
2022-01-03 09:41:00,134.72,IBM
2022-01-03 09:42:00,134.65,IBM
2022-01-03 09:43:00,134.64,IBM
2022-01-03 09:44:00,134.43,IBM
2022-01-03 09:45:00,134.43,IBM
2022-01-03 09:46:00,134.33,IBM
2022-01-03 09:47:00,133.98,IBM
2022-01-03 09:48:00,133.99,IBM
2022-01-03 09:49:00,133.92,IBM
2022-01-03 09:50:00,133.98,IBM
2022-01-03 09:51:00,134.31,IBM
2022-01-03 09:52:00,134.24,IBM
2022-01-03 09:53:00,134.09,IBM
2022-01-03 09:54:00,134.139,IBM
2022-01-03 09:55:00,134.03,IBM
2022-01-03 09:56:00,134.13,IBM
2022-01-03 09:57:00,134.1004,IBM
2022-01-03 09:58:00,134.192,IBM
2022-01-03 09:59:00,134.0501,IBM
2022-01-03 10:00:00,134.025,IBM
2022-01-03 10:01:00,133.7766,IBM
2022-01-03 10:02:00,133.73,IBM
2022-01-03 10:03:00,133.75,IBM
2022-01-03 10:04:00,133.8306,IBM
2022-01-03 10:05:00,133.88,IBM
2022-01-03 10:06:00,133.8609,IBM
2022-01-03 10:07:00,134.0178,IBM
2022-01-03 10:08:00,133.9,IBM
2022-01-03 10:09:00,133.91,IBM
2022-01-03 10:10:00,134.0701,IBM
2022-01-03 10:11:00,134.17,IBM
2022-01-03 10:12:00,134.205,IBM
2022-01-03 10:13:00,134.225,IBM
2022-01-03 10:14:00,134.18,IBM
2022-01-03 10:15:00,134.16,IBM
2022-01-03 10:16:00,134.3,IBM
2022-01-03 10:17:00,134.2701,IBM
2022-01-03 10:18:00,134.48,IBM
2022-01-03 10:19:00,134.46,IBM
2022-01-03 10:20:00,134.64,IBM
2022-01-03 10:21:00,134.76,IBM
2022-01-03 10:22:00,134.68,IBM
2022-01-03 10:23:00,134.67,IBM
2022-01-03 10:24:00,134.68,IBM
2022-01-03 10:25:00,134.66,IBM
2022-01-03 10:26:00,134.65,IBM
2022-01-03 10:27:00,134.62,IBM
2022-01-03 10:28:00,134.58,IBM
2022-01-03 10:29:00,134.621,IBM
2022-01-03 10:30:00,134.52,IBM
2022-01-03 10:31:00,134.5,IBM
2022-01-03 10:32:00,134.47,IBM
2022-01-03 10:33:00,134.41,IBM
2022-01-03 10:34:00,134.42,IBM
2022-01-03 10:35:00,134.54,IBM
2022-01-03 10:36:00,134.565,IBM
2022-01-03 10:37:00,134.7,IBM
2022-01-03 10:38:00,134.85,IBM
2022-01-03 10:39:00,134.79,IBM
2022-01-03 10:40:00,134.8,IBM
2022-01-03 10:41:00,134.79,IBM
2022-01-03 10:42:00,134.735,IBM
2022-01-03 10:43:00,134.8,IBM
2022-01-03 10:44:00,134.79,IBM
2022-01-03 10:45:00,134.63,IBM
2022-01-03 10:46:00,134.63,IBM
2022-01-03 10:47:00,134.7,IBM
2022-01-03 10:48:00,134.82,IBM
2022-01-03 10:49:00,134.84,IBM
2022-01-03 10:50:00,134.8,IBM
2022-01-03 10:51:00,134.77,IBM
2022-01-03 10:52:00,134.76,IBM
2022-01-03 10:53:00,134.661,IBM
2022-01-03 10:54:00,134.595,IBM
2022-01-03 10:55:00,134.54,IBM
2022-01-03 10:56:00,134.53,IBM
2022-01-03 10:57:00,134.655,IBM
2022-01-03 10:58:00,134.59,IBM
2022-01-03 10:59:00,134.6978,IBM
2022-01-03 11:00:00,134.76,IBM
